n,p,f,x,y,z,a1,a2,a3,a4,b1,b2,b3,b4,c1,c2,c3,c4,g1,g2,l1,l2,l3,l4,e1,e2,cent_price_cor,cent_trans_cor
683,0.5,0.3,27,20,4,1.4,0.2,1.1,0.28,1.8,0.25,2.3,0.22,3.1,0.2,2.4,0.14,0.071,0.9,0.139,1.6,0.022,1.5,0.3,0.7,-0.13,0.359
734,0.7,0.3,14,28,4,3.9,0.17,3.2,0.26,3.7,0.2,3,0.26,3.4,0.14,4.1,0.1,0.029,0.9,0.107,1.3,0.035,1.4,2.2,2.5,-0.174,0.394
980,0.5,0.4,28,14,4,1.2,0.14,2.9,0.18,4.6,0.27,3.8,0.17,3.6,0.13,2,0.11,0.025,1.9,0.01,1.4,0.024,1.3,2.9,0.1,0.001,0.057
657,0.8,0.5,20,27,7,3.3,0.21,4.7,0.25,2.7,0.13,2,0.17,1.8,0.2,2.9,0.14,0.108,1.7,0.03,0.9,0.039,1.2,0.8,2.1,-0.106,0.261
446,0.7,0.4,23,21,9,3.1,0.2,4.2,0.29,2.6,0.12,3,0.12,4.1,0.17,3.3,0.29,0.032,1.8,0.018,1.9,0,1.9,1.3,0.6,-0.047,0.486
520,0.5,0.4,19,11,4,1.4,0.29,3.2,0.27,4.5,0.26,1.4,0.2,2.4,0.29,3,0.18,0.132,1,0.046,2,0.097,0.9,0.2,0.1,-0.021,0.219
412,0.6,0.4,19,18,10,2.2,0.25,5,0.26,2.5,0.22,1.1,0.13,3.3,0.26,3.9,0.3,0.012,0.7,0.054,1.9,0.013,1.5,0.5,0.2,0.03,0.224
891,0.8,0.3,30,12,8,3,0.24,3.9,0.11,1.9,0.28,1.3,0.11,2.4,0.19,4.4,0.29,0.084,1.9,0.198,1.1,0.08,1.1,0.7,1.4,-0.113,0.298
336,0.5,0.5,21,11,4,4.6,0.28,2.5,0.22,4.9,0.14,4.1,0.15,3,0.1,2.7,0.12,0.031,1.5,0.106,1.2,0.1,1,0.9,2.8,-0.074,0.293
950,0.7,0.5,13,20,3,2,0.27,4.5,0.18,1.5,0.14,1.5,0.2,2.7,0.13,4.5,0.26,0.181,1.6,0.138,1.8,0.095,1.1,1.7,1.8,-0.195,0.353
396,0.7,0.5,18,28,9,4.5,0.22,2.5,0.21,3.2,0.17,1.9,0.11,4.5,0.19,3.1,0.18,0.021,0.9,0.136,1,0.071,0.8,0.9,1,-0.065,0.288
897,0.9,0.4,16,10,6,1.1,0.28,3.9,0.28,2.2,0.16,4.8,0.29,1.6,0.21,4.9,0.13,0.088,0.6,0.195,1.8,0.026,0.7,0.2,2.9,-0.009,0.182
390,0.8,0.2,26,10,7,4.2,0.23,3,0.16,3.5,0.2,4.3,0.27,3.7,0.12,4.7,0.12,0.04,0.5,0.008,1.3,0.08,1.7,1.1,2.7,0.001,-0.017
933,0.5,0.4,12,12,6,2.3,0.29,1.9,0.25,1.6,0.15,3.7,0.14,3.3,0.23,3.1,0.17,0.049,1.4,0.138,0.8,0.007,1.6,1.7,1.3,-0.023,0.166
960,0.6,0.3,13,22,1,3,0.15,2.5,0.21,4.9,0.28,4.7,0.14,1.5,0.3,4.4,0.21,0.059,1.8,0.194,0.8,0.08,1.9,2.9,2.6,-0.077,0.192
497,0.8,0.3,20,30,4,3.9,0.25,4.1,0.18,4,0.1,3.2,0.15,1.2,0.28,4,0.14,0.161,0.5,0.19,0.6,0.057,1.9,1.5,1.9,-0.165,0.255
682,0.8,0.4,25,22,1,4.2,0.26,4.1,0.27,1.6,0.14,4.4,0.24,2.9,0.26,4.4,0.15,0.192,0.9,0.129,1.5,0.054,1,2.1,2.8,0.004,-0.002
728,0.8,0.3,12,26,1,4.9,0.18,2.7,0.25,1.4,0.14,4.9,0.26,4.6,0.16,1.9,0.12,0.194,1.4,0.008,0.8,0.002,0.9,0.9,0.6,0.058,0.159
613,0.8,0.4,21,14,3,2.3,0.27,4,0.27,3.7,0.23,3.1,0.18,1.6,0.24,4.4,0.15,0.193,1.8,0.098,0.8,0.064,1.3,2.4,2,-0.149,0.27
745,0.8,0.2,21,26,8,2.8,0.14,3.9,0.26,1.1,0.29,2.3,0.26,4.7,0.27,2.7,0.15,0.198,0.6,0.163,1.2,0.065,1.7,1.6,1.6,-0.074,0.358
404,0.6,0.5,21,19,7,1.6,0.25,3.6,0.18,4.9,0.24,3,0.17,4.8,0.18,4.9,0.21,0.054,0.6,0.054,1.3,0.05,0.6,2.4,0.6,-0.166,0.267
100,0.6,0.4,27,27,10,4.9,0.19,1.4,0.14,4.6,0.18,1.9,0.18,2.4,0.1,1.7,0.17,0.032,1.8,0.13,1.4,0.025,1.1,2,1.9,0.008,0.243
493,0.7,0.5,13,12,10,1.9,0.29,4.1,0.3,1.6,0.26,1.4,0.28,4,0.14,1.1,0.11,0.155,1.2,0.161,1.7,0.037,0.7,0.5,2.3,-0.254,0.437
427,0.6,0.3,16,28,7,2.7,0.11,1.3,0.3,4.8,0.25,1.8,0.12,4.8,0.16,4,0.12,0.073,1.6,0.048,0.7,0.069,0.8,1.4,2.6,-0.125,0.284
305,0.8,0.3,28,16,5,2.8,0.12,4.6,0.27,2.6,0.17,1.1,0.12,2.7,0.26,1.1,0.27,0.134,1.8,0.187,1.1,0.014,1.4,0.9,1.9,-0.082,0.128
913,0.7,0.4,13,15,7,2.5,0.24,2.7,0.29,2.3,0.11,3.1,0.22,3.7,0.13,3.4,0.18,0.194,1.3,0.01,1.3,0.072,1.4,0.7,1.8,-0.101,0.251
293,0.7,0.4,13,25,9,1.4,0.23,2,0.11,4.8,0.19,1.5,0.19,3,0.23,2.5,0.29,0.085,0.8,0.072,1.5,0.01,1,1.1,1.3,-0.146,0.391
397,0.8,0.4,18,20,6,1.1,0.19,3.3,0.27,2.4,0.15,2.8,0.22,1.4,0.13,2.6,0.19,0.096,0.8,0.069,1.5,0.055,1.9,1.7,0.3,-0.003,0.305
722,0.9,0.4,20,23,9,4.4,0.19,4.2,0.1,3.3,0.25,4.3,0.15,2.7,0.25,3.8,0.23,0.019,1,0.075,0.7,0.049,1.2,2.3,1.7,-0.023,0.331
621,0.8,0.4,15,17,9,1.8,0.24,1.2,0.13,2.8,0.23,3.6,0.15,4.3,0.11,4.3,0.11,0.097,2,0.1,1.3,0.072,0.9,1.8,2.8,-0.12,0.273
746,0.8,0.2,24,14,6,2.9,0.16,2.7,0.25,3.4,0.28,1.3,0.29,2.1,0.24,4.7,0.17,0.124,1.1,0.146,1.6,0.086,1,1.6,0.8,-0.178,0.236
720,0.9,0.2,19,26,7,4.3,0.23,1.4,0.17,4.2,0.16,4.3,0.24,4.4,0.14,1.9,0.1,0.177,1.5,0.192,0.8,0.017,0.8,2.3,0.9,-0.002,0.349
238,0.8,0.5,15,30,10,3,0.24,4.6,0.11,2.3,0.13,2.9,0.22,2.1,0.27,1.3,0.19,0.124,1.4,0.013,1,0.005,1,2.8,2,-0.113,0.301
567,0.7,0.5,23,27,9,4,0.13,1.4,0.28,1,0.21,2.7,0.2,3.3,0.21,2.7,0.16,0.141,1.6,0.177,1.9,0.016,1.5,0.2,1.8,-0.212,0.228
688,0.8,0.5,24,30,5,1.5,0.24,4.8,0.16,4,0.17,1.9,0.15,4.5,0.11,4.1,0.24,0.019,1.6,0.121,1.4,0.045,0.5,1.2,2.4,-0.067,0.197
988,0.9,0.2,10,12,7,1.4,0.14,4.5,0.11,1.3,0.24,3.3,0.28,3.1,0.24,3.7,0.13,0.005,0.6,0.01,0.6,0.038,1.2,0.5,0.9,-0.028,0.131
256,0.8,0.2,16,16,5,3.5,0.29,1.6,0.15,5,0.16,1.2,0.27,4.4,0.2,3,0.25,0.196,1.4,0.004,1.9,0.012,0.8,2.5,0.7,-0.047,0.17
256,0.5,0.4,19,25,6,2.3,0.23,3.3,0.12,1.5,0.11,3,0.15,4.7,0.12,2.7,0.15,0.13,1.8,0.023,1.6,0.08,0.6,0.4,0.7,-0.093,0.232
715,0.7,0.4,14,19,4,1.6,0.2,1.4,0.15,4.4,0.17,3.7,0.28,4.4,0.28,1.8,0.18,0.025,0.9,0.106,1,0.029,1.4,1.8,2.7,-0.18,0.336
358,0.8,0.5,11,30,10,5,0.12,2.8,0.15,3,0.17,1.4,0.22,4.9,0.12,1.1,0.16,0.114,0.6,0.112,1.6,0.017,2,3,1.3,-0.077,0.304
255,0.5,0.4,28,12,1,2.1,0.29,2.2,0.24,2.5,0.24,1.2,0.11,4.8,0.13,3.2,0.17,0.169,0.9,0.001,1,0.03,1.1,2.9,2.5,-0.353,0.368
592,0.9,0.3,15,22,9,4.6,0.16,3.2,0.13,1.9,0.29,2.4,0.2,3.5,0.26,4.5,0.19,0.077,1.9,0.061,1.1,0.06,2,2.5,0.6,-0.164,0.365
850,0.8,0.5,10,10,2,2.2,0.25,4,0.11,2.4,0.27,1.3,0.14,1.5,0.24,4.9,0.19,0.001,0.7,0.076,1.1,0.022,1.7,0.9,1.6,-0.134,0.218
749,0.6,0.2,20,21,8,4.6,0.24,1.3,0.13,4.8,0.11,1.2,0.11,1.5,0.2,1.6,0.27,0.096,1.9,0.188,1.8,0.091,1.1,2.4,3,-0.085,0.16
544,0.5,0.3,13,30,6,2.9,0.29,1.1,0.13,2.4,0.13,3.4,0.15,4.3,0.22,2.6,0.15,0.161,0.6,0.01,1.8,0.083,0.8,1,1.1,-0.208,0.359
864,0.9,0.4,23,18,8,2,0.23,3.7,0.15,4.5,0.14,4.9,0.16,4.1,0.25,1.4,0.29,0.002,1.8,0.169,0.9,0.031,1.3,2,0.5,-0.145,0.32
938,0.6,0.5,16,28,2,2.7,0.24,1.5,0.12,2.4,0.29,2.5,0.28,1.9,0.17,2,0.14,0.016,1,0.037,0.5,0.07,1.9,1,0.7,-0.2,0.301
699,0.6,0.3,17,13,10,4.9,0.12,4.1,0.21,1.2,0.17,2.8,0.12,3,0.14,4.2,0.27,0.142,0.9,0.087,0.9,0.023,1.1,2.9,1.1,-0.114,0.278
288,0.7,0.4,14,25,2,1.2,0.2,3.1,0.19,3.2,0.3,1.6,0.15,1.3,0.15,1.2,0.26,0.04,0.8,0.001,2,0.047,1,1,0.8,-0.12,0.239
983,0.7,0.3,13,17,8,2.3,0.2,1.7,0.24,3.3,0.29,2.7,0.26,4.3,0.2,2.5,0.24,0.131,1.7,0.123,1.9,0.07,1,1.7,1.3,-0.109,0.26
418,0.8,0.4,19,15,3,2.3,0.13,1.3,0.26,2.4,0.18,1.4,0.13,2.8,0.2,3.6,0.18,0.148,1.2,0.031,1.6,0.074,1.8,2.9,2.7,-0.082,0.206
494,0.9,0.4,26,27,6,2.1,0.28,3.9,0.17,4.5,0.25,4.4,0.19,3.8,0.15,1.6,0.26,0.033,2,0.157,1.4,0.027,0.5,0.7,1.3,-0.133,0.284
140,0.6,0.5,27,18,8,4.8,0.21,3.7,0.29,3.8,0.25,2.4,0.2,1.5,0.2,4.2,0.1,0.17,0.7,0.017,1.3,0.008,1.5,1.6,2.1,-0.182,0.243
464,0.7,0.3,11,29,8,3.7,0.21,2.4,0.26,3.9,0.23,3,0.21,4,0.29,2.9,0.14,0.18,0.7,0.103,1.5,0.019,0.7,2.8,2.7,-0.178,0.341
135,0.8,0.2,15,17,1,3.1,0.2,3,0.21,3.8,0.27,2,0.24,2.4,0.26,4.9,0.1,0.143,0.8,0.044,1.6,0.071,1.5,0.7,0.4,-0.187,0.312
757,0.9,0.3,29,11,4,4.3,0.14,4.9,0.12,2,0.13,1.1,0.21,4.4,0.23,3.1,0.29,0.017,1.6,0.065,0.5,0.065,0.7,0.8,0.9,-0.104,0.27
356,0.8,0.5,22,25,10,2.4,0.13,4.2,0.3,2.8,0.19,2.7,0.29,1.4,0.29,3.4,0.16,0.081,1.4,0.036,1.8,0.055,1.6,2.5,2.4,-0.257,0.454
779,0.8,0.5,25,19,8,3.6,0.26,3.4,0.19,3.4,0.2,3.2,0.11,2.6,0.27,2.9,0.23,0.087,1.5,0.015,2,0.048,1.5,0.9,2.6,-0.122,0.242
166,0.6,0.5,20,14,3,3.1,0.17,2.4,0.19,3.1,0.17,3.6,0.21,4.3,0.3,2.4,0.27,0.186,1.4,0.062,1.4,0.092,0.8,0.7,1.9,-0.055,0.264
311,0.8,0.3,11,14,7,3.6,0.26,4,0.13,1.6,0.14,3.5,0.16,2.5,0.28,4.2,0.19,0.142,1.3,0.07,1.2,0.029,1.6,3,2,-0.078,0.34
725,0.7,0.4,11,16,9,4.5,0.21,3.8,0.22,1.2,0.13,3.6,0.11,3.5,0.13,3,0.13,0.002,0.6,0.134,0.8,0.068,1.9,0.7,2.6,-0.123,0.24
991,0.5,0.4,27,18,7,2.9,0.18,4.6,0.14,4.6,0.24,3.7,0.3,4.3,0.19,3.8,0.11,0.09,1.3,0.074,1.5,0.01,0.7,0.9,2.1,-0.179,0.221
623,0.5,0.4,30,28,4,2.8,0.24,4.8,0.23,4.7,0.26,3.9,0.24,1.1,0.21,4.5,0.16,0.153,1.7,0.037,1,0.057,0.9,0.8,1.6,-0.065,0.226
883,0.8,0.4,26,12,6,2.1,0.14,1.7,0.1,3.8,0.22,3.7,0.29,4,0.23,4,0.16,0.037,0.6,0.109,1.8,0.042,1.2,2.3,1.8,-0.123,0.18
1000,0.6,0.4,24,16,8,3.9,0.26,1.5,0.27,2.6,0.26,2,0.22,3.1,0.24,1.3,0.25,0.023,1.8,0.147,1.7,0.067,1,2.3,1.6,-0.021,0.002
130,0.8,0.3,29,21,1,4,0.13,1.4,0.24,3.2,0.25,3.8,0.13,1.3,0.18,3.3,0.15,0.126,0.6,0.063,0.9,0.071,0.5,1.1,0.9,-0.091,0.392
927,0.9,0.4,10,28,3,2.1,0.13,1.8,0.21,1.9,0.14,2.4,0.2,1.9,0.1,4.3,0.27,0.192,1.8,0.116,0.9,0.081,1.4,0.4,0.2,-0.137,0.341
721,0.8,0.3,29,17,8,1.3,0.24,3.6,0.19,1.8,0.11,4.1,0.1,2.6,0.25,4.9,0.22,0.038,0.8,0.197,0.5,0.09,1.9,2.3,1.3,-0.255,0.471
791,0.7,0.3,19,30,6,5,0.16,4.9,0.28,2.1,0.11,3.3,0.17,1.3,0.28,4.1,0.24,0.044,0.8,0.165,0.6,0.025,2,1,1.5,-0.085,0.371
102,0.5,0.5,27,30,2,1.4,0.23,4,0.11,3.6,0.15,4.8,0.25,3.6,0.11,3.1,0.2,0.146,1,0.107,1.5,0.062,1.6,1.3,1,-0.207,0.342
606,0.7,0.3,17,19,1,3.3,0.14,3.3,0.15,3.4,0.12,1.8,0.24,1.9,0.18,4.9,0.11,0.074,0.6,0.117,1.1,0.05,1.6,2.4,1.8,-0.065,0.246
831,0.6,0.4,13,17,2,2.1,0.22,3.3,0.15,3.5,0.13,4,0.13,4.2,0.15,3.5,0.16,0.152,1.7,0.034,1.1,0.063,1.3,1.5,2.4,-0.148,0.274
383,0.8,0.4,12,28,3,2.1,0.18,1.9,0.23,3.4,0.22,3.3,0.11,2.3,0.14,2.8,0.18,0.083,1.2,0.135,0.7,0.025,0.6,0.3,2.5,-0.168,0.331
154,0.7,0.2,27,19,5,2.2,0.11,1.5,0.26,4.6,0.15,3.4,0.24,4.1,0.3,1.6,0.14,0.155,1.3,0.058,0.8,0.045,0.9,0.2,2.6,-0.165,0.248
706,0.9,0.3,10,10,10,2.7,0.11,1.5,0.25,2.6,0.29,1,0.3,3.2,0.12,3.1,0.22,0.049,1.1,0.082,1.7,0.041,0.8,1.1,2.8,-0.03,0.015
337,0.9,0.3,15,27,5,2.8,0.27,4.3,0.28,4.5,0.17,1.5,0.13,4.4,0.18,1.7,0.23,0.165,1.5,0.002,0.8,0.002,0.6,2.1,2.8,-0.009,0.094
608,0.6,0.4,13,27,8,3.1,0.15,4.4,0.29,1.8,0.28,2.3,0.23,2.4,0.2,1.2,0.16,0.112,1.2,0.175,2,0.003,0.7,1.7,0.2,-0.012,0.041
281,0.6,0.4,23,24,4,3.1,0.12,3.5,0.13,3.1,0.29,1.8,0.22,2,0.25,4.9,0.29,0.006,0.9,0.126,1.4,0.016,0.6,0.8,2.2,-0.096,0.092
990,0.6,0.4,11,28,10,2.8,0.22,1.2,0.11,4.8,0.2,1.8,0.23,2.8,0.29,2.8,0.12,0.03,1.9,0.127,1,0.061,1.7,1.4,2.6,-0.11,0.205
511,0.8,0.2,16,23,5,1.7,0.22,3.6,0.24,4.9,0.26,2.4,0.16,3.9,0.14,4.6,0.19,0.006,1.1,0.142,0.7,0.077,1.9,1,2.1,-0.271,0.294
464,0.7,0.4,13,29,1,4.1,0.28,2.3,0.21,3.1,0.24,1.8,0.15,4.8,0.3,3.3,0.17,0.087,1.2,0.105,0.9,0.082,1.2,2.4,2.4,-0.121,0.227
327,0.6,0.4,16,13,7,4.1,0.15,2.3,0.1,3.5,0.23,3.6,0.2,2.4,0.12,4.3,0.16,0.139,1.7,0.035,1.5,0.043,1.9,0.4,1.3,-0.24,0.213
243,0.8,0.4,28,22,8,3.7,0.15,4.8,0.18,4.9,0.22,4.6,0.16,3.9,0.29,3.8,0.12,0.091,1.8,0.197,0.6,0.078,1,1.7,2.7,-0.213,0.392
618,0.5,0.5,27,23,3,3.1,0.13,5,0.13,4.1,0.11,1.7,0.24,1.8,0.29,4.6,0.19,0.055,1.8,0.198,2,0.02,1.5,2.3,1,-0.132,0.302
413,0.5,0.5,16,13,2,1.7,0.15,1.2,0.29,4.5,0.26,5,0.25,3.7,0.22,1.7,0.27,0.06,0.6,0.027,1.7,0.06,1.4,1.2,1.1,-0.009,0.239
598,0.8,0.5,28,22,4,3.7,0.12,3.1,0.21,3.2,0.18,1.9,0.24,1.4,0.19,1.5,0.12,0.164,0.8,0.085,1.1,0.031,1,3,1.3,-0.175,0.4
124,0.5,0.4,23,25,9,3.8,0.28,1.7,0.21,3.9,0.29,2.7,0.15,3.6,0.24,1.5,0.13,0.117,0.8,0.197,0.8,0.056,1.3,0.8,1.5,-0.102,0.319
811,0.6,0.3,11,12,2,4.3,0.22,4.8,0.23,3.3,0.11,2.1,0.16,4.5,0.21,4.9,0.23,0.19,1.5,0.138,1.7,0.054,1.8,1,1.8,-0.165,0.347
575,0.8,0.4,13,30,2,1.5,0.16,4,0.14,3.8,0.11,4.3,0.29,2.2,0.11,1.4,0.21,0.143,1.1,0.017,1.4,0.027,0.9,0.5,1,-0.208,0.436
558,0.8,0.4,22,19,4,1,0.21,4.6,0.19,2.5,0.28,1.6,0.24,1.3,0.27,2.2,0.3,0.09,1.1,0.164,0.5,0.046,0.7,0.1,0.8,-0.206,0.374
176,0.7,0.3,20,15,8,3.5,0.28,4,0.15,3.4,0.22,3.7,0.24,1.1,0.28,3.6,0.17,0.198,1.5,0.003,1.4,0.093,0.6,2.5,1.9,-0.05,0.302
267,0.8,0.3,10,26,6,4.9,0.21,1.8,0.27,3.3,0.22,3.4,0.2,4,0.27,3.7,0.16,0.183,0.8,0.159,1.1,0.009,0.6,0.3,0.7,0.109,0.275
915,0.7,0.3,12,28,7,4.5,0.1,4,0.14,2,0.24,4.8,0.17,3.7,0.17,1.6,0.1,0.081,2,0.127,1.4,0.084,1.4,2.9,3,-0.076,0.191
613,0.5,0.5,27,10,5,4.4,0.13,1.5,0.28,3,0.24,3.3,0.17,1.3,0.24,1.6,0.21,0.009,1.1,0.074,1,0.039,0.5,2.9,2.8,-0.084,0.249
542,0.9,0.5,17,22,8,4.6,0.24,2.5,0.27,1.9,0.14,2.3,0.23,3.3,0.14,3.2,0.2,0.157,0.9,0.056,1,0.008,0.8,2.9,0.9,-0.057,0.144
111,0.6,0.2,14,17,3,2.6,0.28,3.4,0.19,4.5,0.11,3,0.23,4.3,0.23,3.6,0.18,0.012,1.8,0.079,1.4,0.082,0.9,2.9,2.2,-0.18,0.287
862,0.6,0.4,17,11,2,4.4,0.19,2.3,0.17,3.6,0.26,3.9,0.19,1.3,0.17,1.2,0.27,0.152,1.3,0.008,1.3,0.086,0.5,1.8,2.6,-0.115,0.313
920,0.9,0.3,23,17,8,1.2,0.26,2.7,0.14,4.1,0.25,4,0.12,4.4,0.21,4.7,0.28,0.062,1.7,0.046,0.8,0.038,0.8,1.6,0.5,-0.128,0.258
782,0.8,0.2,10,15,6,2.8,0.27,4.4,0.15,1.4,0.2,1.6,0.12,3.2,0.25,2.9,0.23,0.076,1.9,0.122,1.4,0.028,0.8,1.2,2.1,-0.058,0.338
839,0.6,0.3,23,17,1,3.2,0.28,3.8,0.13,2.3,0.22,3.4,0.2,2.4,0.12,1.2,0.17,0.172,1.1,0.143,0.5,0.061,0.9,2.3,2.4,-0.296,0.414
333,0.6,0.5,25,26,1,4.5,0.15,4.2,0.14,4.5,0.25,2.7,0.14,3.7,0.13,4.2,0.17,0.184,1.6,0.136,1.4,0.059,1.8,2.8,2.5,-0.094,0.341
479,0.8,0.4,10,17,9,4.7,0.12,2,0.14,3.9,0.26,2.4,0.18,4.3,0.13,3.7,0.12,0.142,1.3,0.165,1.2,0.06,1.6,0.8,1.9,0.008,0.29
129,0.7,0.2,24,12,2,2.5,0.28,2.3,0.27,2.4,0.18,1.8,0.25,2.5,0.12,1.5,0.2,0.069,2,0.086,1.4,0.007,0.9,1,2.5,-0.151,0.313
739,0.8,0.4,23,14,5,2,0.16,4.8,0.25,2.9,0.16,1.9,0.21,1.5,0.22,4,0.28,0.039,1.3,0.157,1.6,0.033,0.7,2.6,1.8,-0.093,0.244
709,0.6,0.3,24,24,2,2.1,0.2,1.2,0.16,3.6,0.28,2.9,0.2,2.1,0.25,2.6,0.23,0.045,1.4,0.057,1.6,0.04,0.9,0.9,2.3,-0.092,0.131
288,0.8,0.2,28,25,10,2.3,0.29,1.6,0.23,3.4,0.17,2.1,0.26,4.7,0.22,1.5,0.23,0.085,0.6,0.075,0.9,0.009,0.6,1.7,1.2,-0.168,0.233
488,0.6,0.2,13,13,4,1.6,0.13,1.7,0.19,1.2,0.29,4.8,0.15,2.4,0.26,4.8,0.28,0.112,1.6,0.052,1,0.081,0.9,1.5,1.5,-0.089,0.35
311,0.7,0.5,25,12,2,2.3,0.11,4.3,0.28,3.8,0.25,2.8,0.22,4.2,0.2,4.5,0.2,0.111,2,0.146,0.9,0.093,0.9,0.3,1.3,-0.095,0.298
423,0.7,0.5,27,23,10,4.8,0.1,4,0.16,2.7,0.19,4.4,0.25,2.3,0.2,3.5,0.17,0.131,0.9,0.059,0.7,0.002,1.1,0.6,2,-0.112,0.357
604,0.8,0.4,10,13,2,1.8,0.27,4.3,0.22,3.1,0.14,3.1,0.24,4.2,0.19,2,0.18,0.008,1.6,0.173,1.9,0.074,1.2,2.6,2.8,-0.225,0.415
293,0.5,0.4,13,25,9,3.3,0.27,1.9,0.11,4.7,0.17,1.4,0.25,3.5,0.11,2.8,0.25,0.09,1.9,0.16,1.5,0.05,0.7,1,1,-0.214,0.36
197,0.7,0.4,17,26,8,1.5,0.28,3,0.18,4.2,0.14,1.5,0.21,4.6,0.11,1.2,0.24,0.165,1,0.124,1.6,0.013,1.4,1.9,2.3,-0.131,0.329
702,0.9,0.3,29,10,1,1.8,0.22,1.7,0.17,1.2,0.21,3.1,0.21,1.8,0.22,2.4,0.14,0.06,1.8,0.116,1,0.092,0.5,0.6,2.6,-0.075,0.293
825,0.8,0.4,24,19,8,2.7,0.11,2.3,0.22,2.5,0.16,1.6,0.17,3.1,0.13,3.9,0.22,0.175,1.5,0.171,0.6,0.056,1.5,1.8,1.9,-0.145,0.344
795,0.8,0.2,17,27,4,1.8,0.23,3,0.28,4.3,0.17,3,0.15,4.3,0.24,4.8,0.17,0.108,0.7,0.143,0.6,0.014,1.7,2.2,0.4,-0.102,0.338
429,0.7,0.4,23,23,8,1.3,0.11,2.2,0.25,2.5,0.26,1.7,0.22,1.7,0.12,2.7,0.28,0.117,2,0.035,1.7,0.052,1.1,1.3,2.8,-0.073,0.306
340,0.9,0.2,20,10,1,3.8,0.26,3.6,0.13,1.8,0.19,2.7,0.1,4.6,0.26,2.5,0.23,0.027,0.9,0.177,1.9,0.048,1.9,1.3,0.3,-0.068,0.206
478,0.7,0.4,28,28,4,4.9,0.19,4.4,0.21,1.2,0.15,1.4,0.16,2.2,0.2,2.6,0.2,0.078,1,0.002,0.6,0.019,1.3,2.6,1.7,-0.026,0.263
277,0.6,0.4,20,15,3,2.8,0.29,4.9,0.29,4.8,0.15,3.7,0.2,2.4,0.26,1.7,0.18,0.154,0.9,0.095,2,0.096,1.2,1,2.9,-0.293,0.344
263,0.8,0.3,24,24,5,2.2,0.16,1.8,0.29,4.4,0.27,3.1,0.23,1.6,0.23,1.1,0.26,0.105,0.7,0.005,1.8,0.078,1.9,0.5,0.6,-0.151,0.378
136,0.7,0.4,26,14,4,4.9,0.3,1.8,0.16,3.9,0.2,2.1,0.13,3.2,0.24,2.1,0.26,0.156,1.4,0.175,1.1,0.003,1.7,1,2.1,-0.019,0.165
276,0.5,0.3,22,23,10,4.4,0.23,2.6,0.18,3.2,0.3,2.5,0.29,3.8,0.22,1.8,0.21,0.029,1.6,0.06,0.8,0.089,1.1,2.7,0.5,-0.067,0.326
348,0.9,0.4,18,22,9,1.2,0.3,2.5,0.13,4.3,0.23,1.2,0.22,3.7,0.2,3.1,0.27,0.184,0.8,0.013,1.9,0.004,0.7,2.3,2.2,-0.168,0.227
762,0.9,0.2,14,25,2,2.7,0.23,1.8,0.12,4.5,0.14,2.4,0.22,3,0.19,1.7,0.21,0.112,1.8,0.144,1,0.088,1.7,0.4,2.1,-0.038,0.073
952,0.8,0.4,17,24,6,2.4,0.25,4.6,0.11,1.1,0.11,1.7,0.26,1.5,0.26,4.9,0.12,0.065,0.7,0.192,1.9,0.066,1.4,0.4,2,-0.233,0.285
929,0.9,0.3,22,23,5,2.3,0.12,1.4,0.22,4.5,0.24,3.8,0.15,4,0.23,1.4,0.17,0.077,0.8,0.122,1.6,0.063,1.8,1.5,0.8,-0.134,0.267
563,0.7,0.5,30,16,1,3,0.19,2.8,0.25,3.4,0.19,2.1,0.26,2.1,0.27,3.1,0.23,0.18,0.7,0.108,0.5,0.1,1.4,1.6,2.3,0.041,0.351
767,0.8,0.3,23,11,8,3.5,0.12,2.7,0.22,4,0.22,2,0.24,2.9,0.29,3.3,0.3,0.02,0.6,0.183,1.9,0.07,0.9,2.4,2.9,0.002,0.247
948,0.8,0.2,14,25,9,4.5,0.11,4.7,0.3,4.4,0.11,2.6,0.27,3.4,0.24,1.5,0.29,0.017,2,0.157,1.2,0.061,0.9,2.4,0.1,-0.178,0.308
107,0.6,0.3,24,25,5,4.5,0.29,1.2,0.14,3.4,0.27,3.5,0.2,2.1,0.2,4.8,0.1,0.121,1.7,0.118,1.4,0.002,0.8,1,1.3,-0.082,0.305
702,0.7,0.4,20,22,4,3.7,0.27,3.6,0.11,1.1,0.21,3.1,0.2,4.9,0.22,3.2,0.2,0.075,1.3,0.042,1.4,0.084,1.9,0.2,1,-0.135,0.316
267,0.8,0.5,14,26,2,2.4,0.22,4.3,0.12,4.1,0.16,3.1,0.14,1.4,0.14,1.9,0.14,0.109,1.7,0.008,1.3,0.08,1.9,1.8,1.7,-0.007,0.319
519,0.6,0.3,14,21,7,4.8,0.27,1.3,0.25,1.6,0.18,2.8,0.28,4.3,0.26,4.1,0.25,0.009,1.4,0.083,1.8,0.083,0.9,1.4,0.1,-0.018,0.23
525,0.7,0.5,17,18,3,4.1,0.28,2.3,0.24,1.2,0.17,4.7,0.15,3.6,0.13,4,0.12,0.153,1.8,0.18,0.8,0.052,1.6,1.7,2.9,-0.106,0.375
402,0.7,0.3,28,24,6,4.9,0.22,2.5,0.24,2.7,0.27,3.2,0.24,3.4,0.29,2.9,0.25,0.07,0.7,0.127,0.8,0.039,1.5,1.7,0.9,-0.014,0.214
